NR;Geschlecht;Alter;Nielsen;Bundesland;Arbeitsstatus;Kinder im Haushalt (<18);Haushaltsgröße;Haushaltsnettoeinkommen;Familienstand;Berufs- / Akademische Bildung;Schulbildung;Stadt;Urban (>100k Einw.);PLZ;Land;Platform;"1. <p>Was beschreibt deine aktuelle Wohnsituation am besten?&nbsp;</p>";"2. <p>Wie viele Kinder hast du?&nbsp;</p>";3. <p>Wie alt ist dein (ältestes) Kind?</p>;4. <p>Wie alt ist dein zweitältestes Kind?</p>;5. <p>Wie alt ist dein drittältestes Kind?</p>;6. <p>Wie alt ist dein viertältestes Kind?</p>;"7. <p>Wenn du spontan an eine Marke denkst, die für deine Familie/in deiner Familie gerade eine Rolle spielt. Welche ist es?&nbsp;</p><p><br></p>";8. <p>Auf welche Spielzeugmarke können deine Kinder gerade nicht verzichten? </p>;9. <p>Inwiefern stimmst du folgenden Aussagen zu: </p>:Alles in allem bin ich zufrieden mit meinem Familienleben;9. <p>Inwiefern stimmst du folgenden Aussagen zu: </p>:Ich fühle mich (im Familienalltag) extrem belastet;9. <p>Inwiefern stimmst du folgenden Aussagen zu: </p>:Die Klimakrise belastet mich und unser Familienleben;9. <p>Inwiefern stimmst du folgenden Aussagen zu: </p>:Die Inflation belastet mich und unser Familienleben;9. <p>Inwiefern stimmst du folgenden Aussagen zu: </p>:Ich fühle mich (im Familienalltag) häufig einsam;10. <p>Bitte gib an, inwiefern du dich um die folgenden Dinge sorgst/nicht sorgst: </p>:Beruf;10. <p>Bitte gib an, inwiefern du dich um die folgenden Dinge sorgst/nicht sorgst: </p>:Kind/er;10. <p>Bitte gib an, inwiefern du dich um die folgenden Dinge sorgst/nicht sorgst: </p>:Geld/Finanzen;10. <p>Bitte gib an, inwiefern du dich um die folgenden Dinge sorgst/nicht sorgst: </p>:(Schwieger)Eltern;10. <p>Bitte gib an, inwiefern du dich um die folgenden Dinge sorgst/nicht sorgst: </p>:Gesundheitliche Probleme;10. <p>Bitte gib an, inwiefern du dich um die folgenden Dinge sorgst/nicht sorgst: </p>:Vorsorge bzw. Rente;11. <p>In welchem Bereich fühlst du dich mit deiner Familie am meisten unter Druck gesetzt?</p>;12. <p>Wie viel Zeit kannst du dir im Alltag pro Tag für dich selbst (Me-Time) nehmen?</p>;13. <p>Wie verbringst du diese Zeit (Me-Time) überwiegend? </p>;14. <p>Wie kommen du und deine Familie derzeit mit eurem Haushaltsnettoeinkommen zurecht? </p>;15. <p>Hattest du/hatte deine Familie in den letzten zwei Monaten externe Unterstützung im Familienalltag (nicht von den direkten Familienmitgliedern aber z.B. von einem Babysitter)?</p>;16. <p>Du hast angegeben, dass deine Familie in den letzten zwei Monaten externe Unterstützung gehabt hat. Von wem?</p>:Nachbarn;16. <p>Du hast angegeben, dass deine Familie in den letzten zwei Monaten externe Unterstützung gehabt hat. Von wem?</p>:Freunde;16. <p>Du hast angegeben, dass deine Familie in den letzten zwei Monaten externe Unterstützung gehabt hat. Von wem?</p>:Kolleg:innen;16. <p>Du hast angegeben, dass deine Familie in den letzten zwei Monaten externe Unterstützung gehabt hat. Von wem?</p>:Offizielle Einrichtungen;16. <p>Du hast angegeben, dass deine Familie in den letzten zwei Monaten externe Unterstützung gehabt hat. Von wem?</p>:Babysitter;16. <p>Du hast angegeben, dass deine Familie in den letzten zwei Monaten externe Unterstützung gehabt hat. Von wem?</p>:Au-pair/Nanny;16. <p>Du hast angegeben, dass deine Familie in den letzten zwei Monaten externe Unterstützung gehabt hat. Von wem?</p>:freetext;17. <p>Wenn du für 2023 eine Familienurlaub/Reise planst, wohin soll es als nächstes gehen? </p>;18. <p>Du planst einen Familienurlaub - wie werdet ihr zum Zielort kommen?</p>:Mit dem Auto;18. <p>Du planst einen Familienurlaub - wie werdet ihr zum Zielort kommen?</p>:Mit einem Wohnmobil/wagen;18. <p>Du planst einen Familienurlaub - wie werdet ihr zum Zielort kommen?</p>:Mit dem Flugzeug;18. <p>Du planst einen Familienurlaub - wie werdet ihr zum Zielort kommen?</p>:Mit der Bahn;18. <p>Du planst einen Familienurlaub - wie werdet ihr zum Zielort kommen?</p>:Mit dem (Reise)Bus;18. <p>Du planst einen Familienurlaub - wie werdet ihr zum Zielort kommen?</p>:Mit einem Kreuzfahrtschiff;18. <p>Du planst einen Familienurlaub - wie werdet ihr zum Zielort kommen?</p>:Mit der Fähre;18. <p>Du planst einen Familienurlaub - wie werdet ihr zum Zielort kommen?</p>:freetext;19. <p>Haben „Verschwörungstheorien“ (z.B. die Erde wäre flach, Impfungen würden einhergehen mit der Einpflanzung von Chips zur Gedankenkontrolle o.ä.) Einfluss auf deine Familie?</p>;20. <p>Gibt es jemanden in deiner Familie oder familiären Umgebung, der dir Unbehagen oder Angst bereitet?</p>;21. <p>Benötigst du Hilfe?</p>;22. Du siehst nun ein paar Begriffe. Bitte wähle die korrekte Antwort. Welcher der folgenden Begriffe passt nicht zu den anderen? Achtung: Kontrollfrage! 
853;f;19;5;Berlin;Erwerbstätig;Min. ein Kind (<18) im Haushalt;2 Personen;2000€ bis 3000€;Single / Ledig;Universitärer Abschluss;Abitur / Fachabitur;Berlin;1;10115;DEU;Android;Mit Partner*in & Kind(ern);1;1 bis 3 Jahre;-;-;-;hipp;babyborn;6;5;5;5;4;5;5;4;5;5;6;Ich fühle mich nicht unter Druck gesetzt;30 bis 60 Minuten;Sport;Gut;Ja;0;0;0;0;1;0;0;Deutschland;0;0;0;0;1;0;0;0;Haben keinen Einfluss;Nein;-;Pudding
854;m;33;4;Bayern;Erwerbstätig;Min. ein Kind (<18) im Haushalt;3 Personen;4000€ bis 5000€;In einer Beziehung;Lehre / Ausbildung;Realschulabschluss;Ingolstadt;1;85055;DEU;Android;Mit Partner*in & Kind(ern);1;4 bis 6 Jahre;-;-;-;Lego;lego;6;4;5;5;5;5;4;5;5;6;5;Anforderungen von Schule / Kita;> 2 Stunden;Sport;Sehr gut;Nein;-;-;-;-;-;-;-;Deutschland;1;0;1;0;0;0;0;0;Haben keinen Einfluss;Nein;-;Pudding
855;f;58;2;Nordrhein-Westfalen;Nicht erwerbstätig;Keine Kinder (<18) im Haushalt;2 Personen;>5000€;Verheiratet / eingetragene Partnerschaft;Lehre / Ausbildung;Abitur / Fachabitur;Nettetal;0;41334;DEU;Android;Mit Partner*in;1;4 bis 6 Jahre;-;-;-;Pampers;Lego;6;1;1;1;1;1;1;1;1;1;1;Ich fühle mich nicht unter Druck gesetzt;> 2 Stunden;Meditation;Gut;Nein;-;-;-;-;-;-;-;Osteuropa (Russland, Bulgarien etc.);1;0;0;0;0;0;0;0;Haben überhaupt keinen Einfluss;Nein;-;Pudding
856;f;39;7;Sachsen;Sonstige;Min. ein Kind (<18) im Haushalt;Mehr als 4 Personen;1000€ bis 2000€;Verheiratet / eingetragene Partnerschaft;(Noch) kein Abschluss;Abitur / Fachabitur;Leipzig;1;4209;DEU;iOS;Mit Partner*in & Kind(ern);3;Über 18;11 bis 18 Jahre;11 bis 18 Jahre;-;Toyuta;Lego;5;5;5;4;5;5;6;5;3;5;5;Anforderungen von Schule / Kita;5 bis 30 Minuten;Aufräumen;Gut;Nein;-;-;-;-;-;-;-;Asien;1;0;1;0;0;0;0;0;Haben eher einen Einfluss;Ja;-;Pudding
857;f;30;1;Niedersachsen;Erwerbstätig;Min. ein Kind (<18) im Haushalt;4 Personen;2000€ bis 3000€;In einer Beziehung;Lehre / Ausbildung;Realschulabschluss;Loeningen;0;49624;DEU;iOS;Mit Partner*in & Kind(ern);3;7 bis 10 Jahre;7 bis 10 Jahre;1 bis 3 Jahre;-;adidas;lego,friends;6;6;6;5;5;5;6;5;6;5;6;Gesellschaft, die Familien nicht genug unterstützt;30 bis 60 Minuten;Sport;Überhaupt nicht gut;Ja;1;0;0;0;0;0;0;Osteuropa (Russland, Bulgarien etc.);0;0;0;1;0;0;0;0;Haben keinen Einfluss;Nein;-;Pudding
858;f;61;2;Nordrhein-Westfalen;Erwerbstätig;Keine Kinder (<18) im Haushalt;2 Personen;>5000€;In einer Beziehung;Universitärer Abschluss;Abitur / Fachabitur;Issum;0;47661;DEU;iOS;Mit Partner*in;2;Über 18;Über 18;-;-;tesla,apple;lego;6;1;3;1;1;3;2;3;2;5;2;Ich fühle mich nicht unter Druck gesetzt;1 bis 2 Stunden;Am Handy;Gut;Nein;-;-;-;-;-;-;-;Deutschland;1;0;0;0;0;0;0;0;Haben überhaupt keinen Einfluss;Nein;-;Pudding
859;f;22;1;Hamburg;Erwerbstätig;Min. ein Kind (<18) im Haushalt;4 Personen;>5000€;Verheiratet / eingetragene Partnerschaft;Universitärer Abschluss;Abitur / Fachabitur;Hamburg;1;22113;DEU;iOS;Mit Partner*in & Kind(ern);2;4 bis 6 Jahre;4 bis 6 Jahre;-;-;Lego;Lego;6;5;3;4;4;5;2;1;3;4;3;Ich fühle mich nicht unter Druck gesetzt;1 bis 2 Stunden;Sport;Sehr gut;Ja;0;1;0;0;0;0;0;Afrika;0;0;1;0;0;0;0;0;Haben einen Einfluss;Nein;-;Pudding
860;m;63;1;Schleswig-Holstein;Erwerbstätig;Keine Kinder (<18) im Haushalt;2 Personen;1000€ bis 2000€;Verheiratet / eingetragene Partnerschaft;Lehre / Ausbildung;Realschulabschluss;Mechow;0;23909;DEU;Android;Mit Partner*in;3;Über 18;Über 18;Über 18;-;Allnatura;lego;5;4;4;5;3;4;3;4;2;4;5;Ich fühle mich nicht unter Druck gesetzt;1 bis 2 Stunden;Lesen;Gut;Nein;-;-;-;-;-;-;-;Deutschland;0;1;0;0;0;0;0;0;Haben eher keinen Einfluss;Nein;-;Pudding
861;m;30;3a;Hessen;Erwerbstätig;Min. ein Kind (<18) im Haushalt;3 Personen;1000€ bis 2000€;Single / Ledig;Lehre / Ausbildung;Realschulabschluss;Riedstadt;0;64560;DEU;Android;Mit Kind(ern);2;11 bis 18 Jahre;7 bis 10 Jahre;-;-;abc;Lego;5;6;6;5;6;5;6;5;5;6;6;Ich fühle mich nicht unter Druck gesetzt;30 bis 60 Minuten;Aufräumen;Sehr gut;Ja;1;1;0;0;0;1;0;Deutschland;0;0;0;0;1;1;0;0;Haben einen starken Einfluss;Ja;-;Pudding
862;m;34;7;Thueringen;Erwerbstätig;Min. ein Kind (<18) im Haushalt;3 Personen;>5000€;In einer Beziehung;Universitärer Abschluss;Abitur / Fachabitur;Erfurt;1;99099;DEU;Android;Mit Partner*in & Kind(ern);1;7 bis 10 Jahre;-;-;-;tui;nintendo,ravensburger,lego;5;4;2;4;3;1;5;4;2;1;3;Anforderungen von Schule / Kita;5 bis 30 Minuten;Sport;Gut;Nein;-;-;-;-;-;-;-;Südeuropa (Italien, Portugal, Spanien etc.);0;0;1;0;0;0;0;0;Haben überhaupt keinen Einfluss;Nein;-;Pudding
863;f;58;1;Niedersachsen;Erwerbstätig;Keine Kinder (<18) im Haushalt;1 Person;1000€ bis 2000€;Single / Ledig;Lehre / Ausbildung;Realschulabschluss;Samern;0;48465;DEU;Android;Alleine wohnend;2;Über 18;Über 18;-;-;barilla,mehhle,Müller;Nintendo;4;6;6;6;6;6;6;6;4;6;6;Gesellschaft, die Familien nicht genug unterstützt;30 bis 60 Minuten;Lesen;Überhaupt nicht gut;Nein;-;-;-;-;-;-;-;Wir planen keinen Urlaub;-;-;-;-;-;-;-;-;Haben keinen Einfluss;Das möchte ich nicht beantworten;-;Pudding
864;f;63;7;Sachsen;Erwerbstätig;Min. ein Kind (<18) im Haushalt;4 Personen;>5000€;Verheiratet / eingetragene Partnerschaft;Lehre / Ausbildung;Abitur / Fachabitur;Seifhennersdorf;0;2782;DEU;Android;Mit Partner*in & Kind(ern);2;11 bis 18 Jahre;7 bis 10 Jahre;-;-;Amazon Prime Video,Netflix,Disney Plus;Mattel;4;4;4;3;3;6;6;6;6;6;6;Vereinbarkeit Familie & Beruf;1 bis 2 Stunden;Aufräumen;Gut;Nein;-;-;-;-;-;-;-;Deutschland;1;0;0;0;0;0;0;0;Haben keinen Einfluss;Das möchte ich nicht beantworten;-;Pudding
865;m;36;5;Berlin;SchülerIn / StudentIn / In der Ausbildung (Azubi/Lehrling);Min. ein Kind (<18) im Haushalt;3 Personen;<1000€;Verheiratet / eingetragene Partnerschaft;Lehre / Ausbildung;Hauptschulabschluss;Berlin;1;10178;DEU;Android;Mit Kind(ern);2;4 bis 6 Jahre;1 bis 3 Jahre;-;-;Samsung;Denkspiele;5;6;6;6;5;5;6;5;6;6;5;Anforderungen von Schule / Kita;30 bis 60 Minuten;Meditation;Gut;Nein;-;-;-;-;-;-;-;Südeuropa (Italien, Portugal, Spanien etc.);0;0;0;0;0;1;0;0;Haben eher keinen Einfluss;Nein;-;Pudding
866;f;51;4;Bayern;Erwerbstätig;Min. ein Kind (<18) im Haushalt;2 Personen;2000€ bis 3000€;Single / Ledig;Lehre / Ausbildung;Realschulabschluss;Kulmbach;0;95326;DEU;Android;Mit Kind(ern);2;4 bis 6 Jahre;1 bis 3 Jahre;-;-;Lego;Lego;5;2;4;5;2;5;5;4;5;5;5;Politik, die Familien nicht genug berücksichtigt;1 bis 2 Stunden;Aufräumen;Gut;Nein;-;-;-;-;-;-;-;Südeuropa (Italien, Portugal, Spanien etc.);0;0;1;0;0;0;0;0;Haben einen Einfluss;Nein;-;Pudding
867;m;32;5;Berlin;Erwerbstätig;Min. ein Kind (<18) im Haushalt;3 Personen;3000€ bis 4000€;Verheiratet / eingetragene Partnerschaft;Universitärer Abschluss;Abitur / Fachabitur;Berlin;1;12359;DEU;iOS;Mit Partner*in & Kind(ern);1;1 bis 3 Jahre;-;-;-;Nike;ABC;5;6;6;5;5;4;5;4;1;3;5;Anforderungen von Schule / Kita;30 bis 60 Minuten;Sport;Gut;Nein;-;-;-;-;-;-;-;Asien;0;0;1;0;0;0;0;0;Haben überhaupt keinen Einfluss;Nein;-;Pudding
868;f;33;3b;Baden-Wuerttemberg;Erwerbstätig;Min. ein Kind (<18) im Haushalt;4 Personen;1000€ bis 2000€;Single / Ledig;Lehre / Ausbildung;Realschulabschluss;Bad Herrenalb;0;76332;DEU;Android;Mit Kind(ern);3;7 bis 10 Jahre;7 bis 10 Jahre;4 bis 6 Jahre;-;mc donalds,Adidas,Nike;lego;6;3;6;6;2;6;2;6;6;6;6;Gesellschaft, die Familien nicht genug unterstützt;1 bis 2 Stunden;Am Handy;Gut;Nein;-;-;-;-;-;-;-;Deutschland;1;0;0;0;0;0;0;0;Haben überhaupt keinen Einfluss;Nein;-;Pudding
869;f;30;1;Niedersachsen;Nicht erwerbstätig;Min. ein Kind (<18) im Haushalt;3 Personen;<1000€;In einer Beziehung;(Noch) kein Abschluss;Hauptschulabschluss;Stadthagen;0;31655;DEU;Android;Mit Partner*in & Kind(ern);1;1 bis 3 Jahre;-;-;-;ernstings family;fisherprice;5;2;4;5;2;1;5;6;1;5;6;Politik, die Familien nicht genug berücksichtigt;> 2 Stunden;Am Handy;Nicht gut;Nein;-;-;-;-;-;-;-;Wir planen keinen Urlaub;-;-;-;-;-;-;-;-;Haben überhaupt keinen Einfluss;Das möchte ich nicht beantworten;-;Pudding
870;f;35;3b;Baden-Wuerttemberg;Erwerbstätig;Min. ein Kind (<18) im Haushalt;Mehr als 4 Personen;1000€ bis 2000€;Verheiratet / eingetragene Partnerschaft;Universitärer Abschluss;Abitur / Fachabitur;Mannheim;1;68309;DEU;Android;Mit Partner*in & Kind(ern);4;11 bis 18 Jahre;11 bis 18 Jahre;7 bis 10 Jahre;7 bis 10 Jahre;Playstation;Playstation,Lego,Playmobil,Fischer Price;1;6;6;6;6;4;6;6;6;6;6;Politik, die Familien nicht genug berücksichtigt;5 bis 30 Minuten;Am Handy;Überhaupt nicht gut;Nein;-;-;-;-;-;-;-;Wir planen keinen Urlaub;-;-;-;-;-;-;-;-;Haben eher keinen Einfluss;Ja;-;Pudding
871;f;58;6;Brandenburg;in Rente;Keine Kinder (<18) im Haushalt;2 Personen;3000€ bis 4000€;Verheiratet / eingetragene Partnerschaft;Lehre / Ausbildung;Realschulabschluss;Potsdam;1;14467;DEU;iOS;Mit Partner*in;1;Über 18;-;-;-;Liberty;mein kind ist erwachsrn;6;2;2;4;1;1;4;4;1;5;1;Ich fühle mich nicht unter Druck gesetzt;> 2 Stunden;Häkeln und Stricken;Gut;Nein;-;-;-;-;-;-;-;Deutschland;1;0;0;0;0;0;0;0;Haben überhaupt keinen Einfluss;Nein;-;Pudding
872;f;47;2;Nordrhein-Westfalen;in Rente;Keine Kinder (<18) im Haushalt;2 Personen;3000€ bis 4000€;Verheiratet / eingetragene Partnerschaft;Universitärer Abschluss;Abitur / Fachabitur;Bonn;1;53111;DEU;Android;Mit Partner*in;1;Über 18;-;-;-;Samsung;Keine;3;3;3;4;3;3;4;3;3;4;4;Vereinbarkeit Familie & Beruf;1 bis 2 Stunden;Lesen;Gut;Nein;-;-;-;-;-;-;-;Deutschland;1;0;0;0;0;0;0;0;Haben keinen Einfluss;Nein;-;Pudding
873;m;59;7;Sachsen;Erwerbstätig;Keine Kinder (<18) im Haushalt;2 Personen;2000€ bis 3000€;Verheiratet / eingetragene Partnerschaft;Lehre / Ausbildung;Hauptschulabschluss;Dresden;0;1099;DEU;Android;Mit Partner*in;3;Über 18;Über 18;Über 18;-;Keine Ahnung;Keine Ahnung;4;2;4;5;1;1;2;5;1;5;5;Gesellschaft, die Familien nicht genug unterstützt;30 bis 60 Minuten;Am Handy;Nicht gut;Nein;-;-;-;-;-;-;-;Südeuropa (Italien, Portugal, Spanien etc.);0;0;1;0;0;0;0;0;Haben keinen Einfluss;Ja;-;Pudding
874;f;50;1;Schleswig-Holstein;Nicht erwerbstätig;Keine Kinder (<18) im Haushalt;3 Personen;>5000€;Verheiratet / eingetragene Partnerschaft;Lehre / Ausbildung;Realschulabschluss;Marne;0;25709;DEU;Android;Mit Partner*in & Kind(ern);2;Über 18;Über 18;-;-;Computern,Playstation;Playstation;2;2;3;3;1;3;3;4;1;2;3;Ich fühle mich nicht unter Druck gesetzt;> 2 Stunden;Lesen;Gut;Nein;-;-;-;-;-;-;-;Deutschland;0;1;0;0;0;0;0;0;Haben überhaupt keinen Einfluss;Ja;-;Pudding
875;m;59;1;Schleswig-Holstein;Erwerbstätig;Keine Kinder (<18) im Haushalt;3 Personen;4000€ bis 5000€;Verheiratet / eingetragene Partnerschaft;Lehre / Ausbildung;Realschulabschluss;Halstenbek;0;25469;DEU;iOS;Mit Partner*in;3;Über 18;Über 18;Über 18;-;Lätta;keine;5;3;3;5;3;5;4;5;1;4;5;Ich fühle mich nicht unter Druck gesetzt;> 2 Stunden;Fernsehen und Lesen;Gut;Nein;-;-;-;-;-;-;-;Deutschland;1;0;0;0;0;0;0;0;Haben überhaupt keinen Einfluss;Nein;-;Pudding
876;m;60;5;Berlin;Nicht erwerbstätig;Keine Kinder (<18) im Haushalt;2 Personen;1000€ bis 2000€;Verheiratet / eingetragene Partnerschaft;Lehre / Ausbildung;Hauptschulabschluss;Berlin;1;13357;DEU;Android;Mit Partner*in;3;Über 18;Über 18;Über 18;-;netto;lego;6;2;5;6;4;6;5;6;1;6;6;Politik, die Familien nicht genug berücksichtigt;30 bis 60 Minuten;Am Handy;Überhaupt nicht gut;Nein;-;-;-;-;-;-;-;Wir planen keinen Urlaub;-;-;-;-;-;-;-;-;Haben überhaupt keinen Einfluss;Nein;-;Pudding
877;m;32;7;Thueringen;Erwerbstätig;Min. ein Kind (<18) im Haushalt;4 Personen;3000€ bis 4000€;Verheiratet / eingetragene Partnerschaft;Lehre / Ausbildung;Realschulabschluss;Kleinbodungen;0;99752;DEU;iOS;Mit Partner*in & Kind(ern);2;7 bis 10 Jahre;4 bis 6 Jahre;-;-;keine;playstation,tonniebox;6;4;4;5;3;4;6;6;1;4;4;Anforderungen von Schule / Kita;Ich weiß es nicht;Sport;Gut;Nein;-;-;-;-;-;-;-;Deutschland;1;0;1;0;0;0;0;0;Haben eher keinen Einfluss;Nein;-;Pudding
878;m;49;5;Berlin;Erwerbstätig;Min. ein Kind (<18) im Haushalt;3 Personen;>5000€;Verheiratet / eingetragene Partnerschaft;Lehre / Ausbildung;Realschulabschluss;Berlin;1;13405;DEU;iOS;Mit Partner*in & Kind(ern);1;7 bis 10 Jahre;-;-;-;Skoda;Tonie;5;4;3;3;2;1;4;2;3;4;2;Erwartungen der eigenen Familie;5 bis 30 Minuten;Am Handy;Sehr gut;Nein;-;-;-;-;-;-;-;Afrika;0;0;1;0;0;0;0;0;Haben überhaupt keinen Einfluss;Nein;-;Pudding
879;m;22;2;Nordrhein-Westfalen;Erwerbstätig;Min. ein Kind (<18) im Haushalt;3 Personen;1000€ bis 2000€;In einer Beziehung;Universitärer Abschluss;Abitur / Fachabitur;Haltern am See;0;45721;DEU;iOS;Mit Partner*in;1;1 bis 3 Jahre;-;-;-;keine;keine;3;5;5;4;4;5;4;3;3;5;6;Politik, die Familien nicht genug berücksichtigt;5 bis 30 Minuten;Lesen;Nicht gut;Ja;0;0;1;0;0;0;0;Südeuropa (Italien, Portugal, Spanien etc.);0;1;0;0;0;0;0;0;Haben eher einen Einfluss;Ja;-;Pudding
880;f;63;1;Schleswig-Holstein;Erwerbstätig;Keine Kinder (<18) im Haushalt;1 Person;1000€ bis 2000€;Single / Ledig;Lehre / Ausbildung;Hauptschulabschluss;Ostrohe;0;25746;DEU;Android;Alleine wohnend;4;Über 18;Über 18;Über 18;Über 18;Adidas;playmobil;6;1;5;6;1;5;6;6;5;4;6;Politik, die Familien nicht genug berücksichtigt;> 2 Stunden;Am Handy;Gut;Nein;-;-;-;-;-;-;-;Deutschland;0;0;0;1;1;0;0;0;Haben keinen Einfluss;Nein;-;Pudding
881;f;35;2;Nordrhein-Westfalen;Nicht erwerbstätig;Min. ein Kind (<18) im Haushalt;4 Personen;3000€ bis 4000€;Verheiratet / eingetragene Partnerschaft;(Noch) kein Abschluss;Realschulabschluss;Koeln;1;50739;DEU;iOS;Mit Partner*in & Kind(ern);2;11 bis 18 Jahre;1 bis 3 Jahre;-;-;Family;Family;5;5;5;5;5;3;3;5;3;3;5;Politik, die Familien nicht genug berücksichtigt;5 bis 30 Minuten;Lesen;Gut;Nein;-;-;-;-;-;-;-;Nordeuropa (Norwegen, Schweden, inkl. Großbritannien);1;0;0;0;0;0;0;0;Haben keinen Einfluss;Nein;-;Pudding
882;f;48;1;Schleswig-Holstein;Erwerbstätig;Min. ein Kind (<18) im Haushalt;4 Personen;3000€ bis 4000€;Verheiratet / eingetragene Partnerschaft;Lehre / Ausbildung;Realschulabschluss;Altenmoor;0;25335;DEU;iOS;Mit Partner*in & Kind(ern);2;11 bis 18 Jahre;11 bis 18 Jahre;-;-;Engelbert Strauss;Lego;3;5;5;5;6;4;6;5;1;6;5;Anforderungen von Schule / Kita;30 bis 60 Minuten;Lesen;Nicht gut;Nein;-;-;-;-;-;-;-;Wir planen keinen Urlaub;-;-;-;-;-;-;-;-;Haben eher einen Einfluss;Nein;-;Pudding
883;f;46;3a;Hessen;Sonstige;Keine Kinder (<18) im Haushalt;2 Personen;1000€ bis 2000€;In einer Beziehung;(Noch) kein Abschluss;Realschulabschluss;Kassel;1;34117;DEU;Android;Mit Partner*in;1;Über 18;-;-;-;Adidas;Squich Mellow;6;6;6;6;6;6;6;6;6;6;6;Politik, die Familien nicht genug berücksichtigt;30 bis 60 Minuten;Am Handy;Überhaupt nicht gut;Nein;-;-;-;-;-;-;-;Wir planen keinen Urlaub;-;-;-;-;-;-;-;-;Haben einen Einfluss;Nein;-;Pudding
884;m;33;4;Bayern;Erwerbstätig;Min. ein Kind (<18) im Haushalt;3 Personen;3000€ bis 4000€;Verheiratet / eingetragene Partnerschaft;Lehre / Ausbildung;Abitur / Fachabitur;Ingolstadt;1;85053;DEU;Android;Mit Partner*in & Kind(ern);1;4 bis 6 Jahre;-;-;-;lego,wmf;lego;2;3;3;2;2;4;6;4;2;3;6;Anforderungen von Schule / Kita;1 bis 2 Stunden;Am Handy;Sehr gut;Nein;-;-;-;-;-;-;-;Nordeuropa (Norwegen, Schweden, inkl. Großbritannien);1;0;1;0;0;0;0;0;Haben keinen Einfluss;Nein;-;Pudding
885;f;53;3a;Hessen;in Rente;Keine Kinder (<18) im Haushalt;2 Personen;1000€ bis 2000€;Single / Ledig;Lehre / Ausbildung;Abitur / Fachabitur;Muehltal;0;64367;DEU;Android;Mit Kind(ern);1;Über 18;-;-;-;Playstation;Lego;4;5;4;6;4;4;6;6;6;6;5;Politik, die Familien nicht genug berücksichtigt;> 2 Stunden;Am Handy;Nicht gut;Nein;-;-;-;-;-;-;-;Deutschland;0;0;0;1;0;0;0;0;Haben keinen Einfluss;Nein;-;Pudding
886;f;18;3a;Hessen;SchülerIn / StudentIn / In der Ausbildung (Azubi/Lehrling);Min. ein Kind (<18) im Haushalt;3 Personen;3000€ bis 4000€;In einer Beziehung;(Noch) kein Abschluss;Realschulabschluss;Baunatal;0;34225;DEU;iOS;Mit Partner*in & Kind(ern);1;1 bis 3 Jahre;-;-;-;nike,adidas,apple;peppa pig,lego duplo;6;2;3;2;1;5;6;6;6;5;5;Erwartungen der eigenen Familie;1 bis 2 Stunden;Am Handy;Gut;Nein;-;-;-;-;-;-;-;Deutschland;1;0;0;0;0;0;0;0;Haben keinen Einfluss;Nein;-;Pudding
887;f;45;6;Brandenburg;Erwerbstätig;Min. ein Kind (<18) im Haushalt;4 Personen;4000€ bis 5000€;Verheiratet / eingetragene Partnerschaft;Lehre / Ausbildung;Realschulabschluss;Rangsdorf;0;15834;DEU;Android;Mit Partner*in & Kind(ern);3;Über 18;11 bis 18 Jahre;11 bis 18 Jahre;-;nike;lego;6;2;5;5;2;4;6;6;6;5;6;Ich fühle mich nicht unter Druck gesetzt;> 2 Stunden;Am Handy;Gut;Nein;-;-;-;-;-;-;-;Westeuropa (Belgien, Frankreich, Österreich etc.);1;0;0;0;0;0;0;0;Haben keinen Einfluss;Nein;-;Pudding
888;f;24;5;Berlin;Erwerbstätig;Min. ein Kind (<18) im Haushalt;2 Personen;>5000€;Single / Ledig;Universitärer Abschluss;Abitur / Fachabitur;Berlin;1;10115;DEU;iOS;Mit Kind(ern);1;Unter 1 Jahr;-;-;-;apple;ToyserRus;5;4;5;5;5;6;5;6;1;6;6;Anforderungen von Schule / Kita;30 bis 60 Minuten;Organisation von Alltagsthemen;Gut;Nein;-;-;-;-;-;-;-;Asien;0;0;0;0;0;1;0;0;Haben eher keinen Einfluss;Nein;-;Pudding
889;m;60;7;Sachsen;Erwerbstätig;Keine Kinder (<18) im Haushalt;2 Personen;2000€ bis 3000€;Verheiratet / eingetragene Partnerschaft;Lehre / Ausbildung;Realschulabschluss;Schkeuditz;0;4435;DEU;iOS;Mit Partner*in;1;Über 18;-;-;-;Adidas;p4;5;6;6;6;6;6;6;6;6;6;6;Politik, die Familien nicht genug berücksichtigt;5 bis 30 Minuten;Organisation von Alltagsthemen;Gut;Nein;-;-;-;-;-;-;-;Wir planen keinen Urlaub;-;-;-;-;-;-;-;-;Haben überhaupt keinen Einfluss;Nein;-;Pudding
890;f;20;2;Nordrhein-Westfalen;Erwerbstätig;Min. ein Kind (<18) im Haushalt;Mehr als 4 Personen;2000€ bis 3000€;Single / Ledig;Universitärer Abschluss;Abitur / Fachabitur;Essen;1;45127;DEU;Android;Mit Partner*in;2;7 bis 10 Jahre;1 bis 3 Jahre;-;-;Tesa;Legos;6;1;2;1;1;6;6;6;2;6;6;Ich fühle mich nicht unter Druck gesetzt;> 2 Stunden;Am Handy;Gut;Weiß nicht;-;-;-;-;-;-;-;Asien;1;0;1;0;0;0;0;0;Haben eher einen Einfluss;Nein;-;Pudding
